displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,54.40
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,0.69
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,4.64
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,1661.47
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,51.68
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,50.14
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,20.71
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,6.20
Dividend Yield - 5 Year Average,dividendYield5YearAverage,0.62
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,4.32
"Net Debt, LFI",netDebtLFI,182711.10
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,6.20
Price to Book - most recent quarter,priceToBookMostRecentQuarter,4.64
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,0.63
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,32.00
Peg Ratio,pegRatio,-8.02
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,1661.47
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,53.70
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,52.77
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,50.14
Price to sales - trailing 12 month,priceToSalesTrailing12Month,4.44
"Net Debt, LFY",netDebtLFY,182711.10
