displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,44725.64,,,2021,Annual
Total Revenue ,TotalRevenue,44725.64,,,2021,Annual
Costof Revenue Total ,CostofRevenueTotal,17640.33,,,2021,Annual
Gross Profit ,GrossProfit,27085.31,,,2021,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,14464.81,,,2021,Annual
Depreciation/ Amortization ,Depreciation/Amortization,2645.61,,,2021,Annual
Unusual Expense( Income) ,UnusualExpense(Income),260.74,,,2021,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,1106.90,,,2021,Annual
Total Operating Expense ,TotalOperatingExpense,36118.39,,,2021,Annual
Operating Income ,OperatingIncome,8607.25,,,2021,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-759.41,,,2021,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,4.11,,,2021,Annual
Other Net ,OtherNet,5.69,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,7857.64,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,2538.70,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,5318.94,,,2021,Annual
Minority Interest ,MinorityInterest,1.25,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,5320.19,,,2021,Annual
Total Extraordinary Items ,TotalExtraordinaryItems,142.91,,,2021,Annual
Net Income ,NetIncome,5463.10,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,5320.19,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,5463.10,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,5463.10,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,28.86,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,184.38,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,37.00,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,190.40,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
