displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,7528.13,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,4014.95,,,2025,Annual
Non- Cash Items ,Non-CashItems,1395.21,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-1599.76,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,11338.53,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-9129.33,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-7375.12,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-16504.45,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-1539.77,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-2011.65,,,2025,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,-66.98,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,8694.16,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,5075.76,,,2025,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,3.79,,,2025,Annual
Net Changein Cash ,NetChangeinCash,-86.37,,,2025,Annual
Cash Interest Paid ,CashInterestPaid,1539.77,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,1300.63,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
