displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,20418.94,,,2024,Interim
Total Revenue ,TotalRevenue,20418.94,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,8648.18,,,2024,Interim
Gross Profit ,GrossProfit,11770.76,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,5396.62,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,814.92,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),72.00,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,2260.22,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,17191.94,,,2024,Interim
Operating Income ,OperatingIncome,3227.00,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-252.09,,,2024,Interim
Other Net ,OtherNet,135.61,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,3110.52,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,851.94,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,2258.58,,,2024,Interim
Minority Interest ,MinorityInterest,-0.46,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,2258.12,,,2024,Interim
Net Income ,NetIncome,2258.12,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,2258.12,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,2258.12,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,2258.12,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,28.85,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,78.27,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,70.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,80.08,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
