displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,29.50
"Revenue growth rate, 5 year",revenueGrowthRate5Year,20.75
"EPS growth rate, 5 year",ePSGrowthRate5Year,22.86
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,23.08
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,11.87
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,31.42
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),19.50
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,24.31
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,15.94
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,19.48
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,17.32
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,14.09
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,21.20
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,18.04
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),47.66
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,2.63
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,19.29
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,10.89
