displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,6956.32,,,2025,Interim
Total Revenue ,TotalRevenue,6956.32,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,1866.57,,,2025,Interim
Gross Profit ,GrossProfit,5089.75,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,469.27,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,1011.87,,,2025,Interim
Unusual Expense( Income) ,UnusualExpense(Income),-457.84,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,376.00,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,3265.87,,,2025,Interim
Operating Income ,OperatingIncome,3690.45,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-592.39,,,2025,Interim
Other Net ,OtherNet,494.59,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,3592.65,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,485.42,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,3107.23,,,2025,Interim
Minority Interest ,MinorityInterest,5.60,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,3112.83,,,2025,Interim
Net Income ,NetIncome,3112.83,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,3112.83,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,3112.83,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,3112.83,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,216.02,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,14.41,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,12.58,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
