displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,3687.13,,,2021,Annual
Cash Equivalents ,CashEquivalents,510.91,,,2021,Annual
Short Term Investments ,ShortTermInvestments,1613.16,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,5811.20,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,3478.04,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,5344.15,,,2021,Annual
Total Inventory ,TotalInventory,991.85,,,2021,Annual
Prepaid Expenses ,PrepaidExpenses,99.93,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,660.68,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,12907.81,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,50241.33,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-7833.32,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,42408.01,,,2021,Annual
Goodwill Net ,GoodwillNet,4047.05,,,2021,Annual
Intangibles Net ,IntangiblesNet,5533.03,,,2021,Annual
Long Term Investments ,LongTermInvestments,1186.81,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,5063.07,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,4317.88,,,2021,Annual
Total Assets ,TotalAssets,75463.66,,,2021,Annual
Accounts Payable ,AccountsPayable,2263.88,,,2021,Annual
Accrued Expenses ,AccruedExpenses,502.16,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,939.81,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,1097.71,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,2432.39,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,7235.95,,,2021,Annual
Long Term Debt ,LongTermDebt,32935.53,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,715.75,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,33651.28,,,2021,Annual
Total Debt ,TotalDebt,35688.80,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,1203.16,,,2021,Annual
Minority Interest ,MinorityInterest,1464.93,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,1300.08,,,2021,Annual
Total Liabilities ,TotalLiabilities,44855.40,,,2021,Annual
Redeemable Preferred Stock Total ,RedeemablePreferredStockTotal,166.53,,,2021,Annual
Common Stock Total ,CommonStockTotal,406.35,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,599.56,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),29228.01,,,2021,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),183.42,,,2021,Annual
Other Equity Total ,OtherEquityTotal,24.39,,,2021,Annual
Total Equity ,TotalEquity,30608.26,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,75463.66,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,203.18,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,102.68,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
