displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,30475.33,,,2025,Annual
Total Revenue ,TotalRevenue,30475.33,,,2025,Annual
Costof Revenue Total ,CostofRevenueTotal,7799.93,,,2025,Annual
Gross Profit ,GrossProfit,22675.40,,,2025,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,4072.58,,,2025,Annual
Depreciation/ Amortization ,Depreciation/Amortization,4378.93,,,2025,Annual
Unusual Expense( Income) ,UnusualExpense(Income),-345.20,,,2025,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,172.84,,,2025,Annual
Total Operating Expense ,TotalOperatingExpense,16079.08,,,2025,Annual
Operating Income ,OperatingIncome,14396.25,,,2025,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-1610.03,,,2025,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,8.36,,,2025,Annual
Other Net ,OtherNet,235.04,,,2025,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,13029.62,,,2025,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1968.36,,,2025,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,11061.26,,,2025,Annual
Minority Interest ,MinorityInterest,31.05,,,2025,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,11092.31,,,2025,Annual
Total Extraordinary Items ,TotalExtraordinaryItems,0.00,,,2025,Annual
Net Income ,NetIncome,11092.31,,,2025,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,11092.31,,,2025,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,11092.31,,,2025,Annual
Diluted Net Income ,DilutedNetIncome,11092.31,,,2025,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,216.01,,,2025,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,51.35,,,2025,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,7.00,,,2025,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,49.96,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
