displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,6896.50,,,2024,Interim
Total Revenue ,TotalRevenue,6896.50,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,1796.46,,,2024,Interim
Gross Profit ,GrossProfit,5100.04,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,438.50,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,979.09,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),373.70,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,617.69,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,4205.44,,,2024,Interim
Operating Income ,OperatingIncome,2691.06,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-653.52,,,2024,Interim
Other Net ,OtherNet,303.44,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,2340.98,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,326.21,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,2014.77,,,2024,Interim
Minority Interest ,MinorityInterest,24.89,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,2039.66,,,2024,Interim
Total Extraordinary Items ,TotalExtraordinaryItems,0.00,,,2024,Interim
Net Income ,NetIncome,2039.66,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,2039.66,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,2039.66,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,2039.66,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,215.91,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,9.45,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,6.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,10.94,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
