displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,7151.08,,,2020,Annual
Cash Equivalents ,CashEquivalents,44.38,,,2020,Annual
Short Term Investments ,ShortTermInvestments,30.31,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,7225.77,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,4100.65,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,6964.21,,,2020,Annual
Total Inventory ,TotalInventory,288.28,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,54.65,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,287.00,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,14819.91,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,36795.15,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-6090.94,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,30704.21,,,2020,Annual
Goodwill Net ,GoodwillNet,3286.25,,,2020,Annual
Intangibles Net ,IntangiblesNet,1940.38,,,2020,Annual
Long Term Investments ,LongTermInvestments,1166.11,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,5248.85,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,5037.96,,,2020,Annual
Total Assets ,TotalAssets,62203.67,,,2020,Annual
Accounts Payable ,AccountsPayable,1643.36,,,2020,Annual
Accrued Expenses ,AccruedExpenses,302.97,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,2157.17,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,1776.34,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1816.63,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,7696.47,,,2020,Annual
Long Term Debt ,LongTermDebt,26181.33,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,567.28,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,26748.61,,,2020,Annual
Total Debt ,TotalDebt,30682.12,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,286.97,,,2020,Annual
Minority Interest ,MinorityInterest,219.59,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,1628.54,,,2020,Annual
Total Liabilities ,TotalLiabilities,36580.18,,,2020,Annual
Redeemable Preferred Stock Total ,RedeemablePreferredStockTotal,166.53,,,2020,Annual
Common Stock Total ,CommonStockTotal,406.35,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,599.56,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),24243.36,,,2020,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),179.33,,,2020,Annual
Other Equity Total ,OtherEquityTotal,28.36,,,2020,Annual
Total Equity ,TotalEquity,25623.49,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,62203.67,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,203.18,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,99.57,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
