displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,6820.81,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1106.95,,,2025,Annual
Non- Cash Items ,Non-CashItems,-589.21,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-2333.57,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,5004.98,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-1548.20,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-2142.94,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-3691.14,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-76.73,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1049.83,,,2025,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,0.05,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-166.28,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-1292.79,,,2025,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,9.26,,,2025,Annual
Net Changein Cash ,NetChangeinCash,30.31,,,2025,Annual
Cash Interest Paid ,CashInterestPaid,36.38,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,1668.10,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
