displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,613.64,,,2024,Annual
Cash Equivalents ,CashEquivalents,26.43,,,2024,Annual
Short Term Investments ,ShortTermInvestments,7330.88,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,7970.95,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,4813.92,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,5716.17,,,2024,Annual
Total Inventory ,TotalInventory,5449.75,,,2024,Annual
Prepaid Expenses ,PrepaidExpenses,132.91,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,171.63,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,19441.41,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,9922.79,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-4853.82,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,5933.29,,,2024,Annual
Goodwill Net ,GoodwillNet,3112.04,,,2024,Annual
Intangibles Net ,IntangiblesNet,1601.00,,,2024,Annual
Long Term Investments ,LongTermInvestments,1166.67,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,763.33,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,700.08,,,2024,Annual
Total Assets ,TotalAssets,32717.82,,,2024,Annual
Accounts Payable ,AccountsPayable,2473.98,,,2024,Annual
Accrued Expenses ,AccruedExpenses,606.91,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,247.02,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,86.97,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1830.89,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,5245.77,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,225.42,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,225.42,,,2024,Annual
Total Debt ,TotalDebt,559.41,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,185.29,,,2024,Annual
Minority Interest ,MinorityInterest,95.90,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,259.01,,,2024,Annual
Total Liabilities ,TotalLiabilities,6011.39,,,2024,Annual
Common Stock Total ,CommonStockTotal,161.47,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,1672.84,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),24406.08,,,2024,Annual
Other Equity Total ,OtherEquityTotal,466.04,,,2024,Annual
Total Equity ,TotalEquity,26706.43,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,32717.82,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,80.74,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,272.41,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
