displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,16362.41,,,2019,Annual
Total Revenue ,TotalRevenue,16362.41,,,2019,Annual
Costof Revenue Total ,CostofRevenueTotal,6696.11,,,2019,Annual
Gross Profit ,GrossProfit,9666.30,,,2019,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,5710.55,,,2019,Annual
Research Development ,ResearchDevelopment,356.86,,,2019,Annual
Depreciation/ Amortization ,Depreciation/Amortization,1095.66,,,2019,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,1.49,,,2019,Annual
Unusual Expense( Income) ,UnusualExpense(Income),229.16,,,2019,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,495.46,,,2019,Annual
Total Operating Expense ,TotalOperatingExpense,14585.29,,,2019,Annual
Operating Income ,OperatingIncome,1777.12,,,2019,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,180.72,,,2019,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,3.30,,,2019,Annual
Other Net ,OtherNet,118.00,,,2019,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,2079.14,,,2019,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,569.53,,,2019,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,1509.61,,,2019,Annual
Minority Interest ,MinorityInterest,35.26,,,2019,Annual
Equity In Affiliates ,EquityInAffiliates,-17.17,,,2019,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1527.70,,,2019,Annual
Net Income ,NetIncome,1527.70,,,2019,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1527.70,,,2019,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1527.70,,,2019,Annual
Diluted Net Income ,DilutedNetIncome,1527.70,,,2019,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,80.68,,,2019,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,18.93,,,2019,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,3.00,,,2019,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,20.97,,,2019,Annual
period Length ,periodLength,12,,,2019,Annual
period Type ,periodType,Months,,,2019,Annual
