displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,553.06,,,2020,Annual
Cash Equivalents ,CashEquivalents,189.32,,,2020,Annual
Short Term Investments ,ShortTermInvestments,1270.26,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,2012.64,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,3891.31,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,4999.86,,,2020,Annual
Total Inventory ,TotalInventory,4569.37,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,89.51,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,34.80,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,11706.18,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,8151.94,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-3023.89,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,5549.05,,,2020,Annual
Goodwill Net ,GoodwillNet,2934.00,,,2020,Annual
Intangibles Net ,IntangiblesNet,1900.07,,,2020,Annual
Long Term Investments ,LongTermInvestments,578.80,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,267.87,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,726.59,,,2020,Annual
Total Assets ,TotalAssets,23662.56,,,2020,Annual
Accounts Payable ,AccountsPayable,2281.81,,,2020,Annual
Accrued Expenses ,AccruedExpenses,227.22,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,447.15,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,89.69,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1347.27,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,4393.14,,,2020,Annual
Long Term Debt ,LongTermDebt,2369.28,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,183.08,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,2552.36,,,2020,Annual
Total Debt ,TotalDebt,3089.20,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,365.21,,,2020,Annual
Minority Interest ,MinorityInterest,294.28,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,294.57,,,2020,Annual
Total Liabilities ,TotalLiabilities,7899.56,,,2020,Annual
Common Stock Total ,CommonStockTotal,161.25,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,1602.03,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),14166.41,,,2020,Annual
Other Equity Total ,OtherEquityTotal,-166.69,,,2020,Annual
Total Equity ,TotalEquity,15763.00,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,23662.56,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,80.62,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,135.56,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
