displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,19159.59,,,2021,Annual
Total Revenue ,TotalRevenue,19159.59,,,2021,Annual
Costof Revenue Total ,CostofRevenueTotal,8328.64,,,2021,Annual
Gross Profit ,GrossProfit,10830.95,,,2021,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,6031.69,,,2021,Annual
Research Development ,ResearchDevelopment,132.73,,,2021,Annual
Depreciation/ Amortization ,Depreciation/Amortization,1000.57,,,2021,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,2.55,,,2021,Annual
Unusual Expense( Income) ,UnusualExpense(Income),64.54,,,2021,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,399.33,,,2021,Annual
Total Operating Expense ,TotalOperatingExpense,15960.05,,,2021,Annual
Operating Income ,OperatingIncome,3199.54,,,2021,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,21.21,,,2021,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,3.01,,,2021,Annual
Other Net ,OtherNet,66.30,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,3290.06,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,888.76,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,2401.30,,,2021,Annual
Minority Interest ,MinorityInterest,16.36,,,2021,Annual
Equity In Affiliates ,EquityInAffiliates,-12.79,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,2404.87,,,2021,Annual
Net Income ,NetIncome,2404.87,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,2404.87,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,2404.87,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,2404.87,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,80.73,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,29.79,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,5.00,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,30.35,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
