displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,612.35,,,2022,Annual
Cash Equivalents ,CashEquivalents,65.39,,,2022,Annual
Short Term Investments ,ShortTermInvestments,3971.66,,,2022,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,4649.40,,,2022,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,3448.05,,,2022,Annual
Total Receivables Net ,TotalReceivablesNet,4373.08,,,2022,Annual
Total Inventory ,TotalInventory,5542.96,,,2022,Annual
Prepaid Expenses ,PrepaidExpenses,119.91,,,2022,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,42.19,,,2022,Annual
Total Current Assets ,TotalCurrentAssets,14727.54,,,2022,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,9351.47,,,2022,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-4187.07,,,2022,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,5547.30,,,2022,Annual
Goodwill Net ,GoodwillNet,3137.93,,,2022,Annual
Intangibles Net ,IntangiblesNet,1702.86,,,2022,Annual
Long Term Investments ,LongTermInvestments,740.20,,,2022,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,716.03,,,2022,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,529.26,,,2022,Annual
Total Assets ,TotalAssets,27101.12,,,2022,Annual
Accounts Payable ,AccountsPayable,2508.10,,,2022,Annual
Accrued Expenses ,AccruedExpenses,213.28,,,2022,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,393.34,,,2022,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,87.92,,,2022,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1710.57,,,2022,Annual
Total Current Liabilities ,TotalCurrentLiabilities,4913.21,,,2022,Annual
Long Term Debt ,LongTermDebt,416.24,,,2022,Annual
Capital Lease Obligations ,CapitalLeaseObligations,158.28,,,2022,Annual
Total Long Term Debt ,TotalLongTermDebt,574.52,,,2022,Annual
Total Debt ,TotalDebt,1055.78,,,2022,Annual
Deferred Income Tax ,DeferredIncomeTax,243.96,,,2022,Annual
Minority Interest ,MinorityInterest,275.69,,,2022,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,252.05,,,2022,Annual
Total Liabilities ,TotalLiabilities,6259.43,,,2022,Annual
Common Stock Total ,CommonStockTotal,161.36,,,2022,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,1631.69,,,2022,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),18690.81,,,2022,Annual
Other Equity Total ,OtherEquityTotal,357.83,,,2022,Annual
Total Equity ,TotalEquity,20841.69,,,2022,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,27101.12,,,2022,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,80.68,,,2022,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,198.32,,,2022,Annual
period Length ,periodLength,0.00,,,2022,Annual
