displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,8.90
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,79.17
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,79.17
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,324.50
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,136.57
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,65.24
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,65.24
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,88.20
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,340.87
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,65.24
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,65.29
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,65.29
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,386.24
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,386.24
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,13.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,340.86
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,65.24
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,324.50
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,13.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,65.24
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,136.57
