displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,481.01,,,2019,Annual
Cash Equivalents ,CashEquivalents,27.35,,,2019,Annual
Short Term Investments ,ShortTermInvestments,2230.35,,,2019,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,2738.71,,,2019,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,4150.72,,,2019,Annual
Total Receivables Net ,TotalReceivablesNet,5329.55,,,2019,Annual
Total Inventory ,TotalInventory,4175.02,,,2019,Annual
Prepaid Expenses ,PrepaidExpenses,87.09,,,2019,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,96.26,,,2019,Annual
Total Current Assets ,TotalCurrentAssets,12426.63,,,2019,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,7836.98,,,2019,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-2391.58,,,2019,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,5445.40,,,2019,Annual
Goodwill Net ,GoodwillNet,2869.14,,,2019,Annual
Intangibles Net ,IntangiblesNet,1908.15,,,2019,Annual
Long Term Investments ,LongTermInvestments,490.20,,,2019,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,177.46,,,2019,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,646.34,,,2019,Annual
Total Assets ,TotalAssets,23963.32,,,2019,Annual
Accounts Payable ,AccountsPayable,1947.99,,,2019,Annual
Accrued Expenses ,AccruedExpenses,277.56,,,2019,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,486.16,,,2019,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,0.00,,,2019,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1059.80,,,2019,Annual
Total Current Liabilities ,TotalCurrentLiabilities,3771.51,,,2019,Annual
Long Term Debt ,LongTermDebt,3830.07,,,2019,Annual
Total Long Term Debt ,TotalLongTermDebt,3830.07,,,2019,Annual
Total Debt ,TotalDebt,4316.23,,,2019,Annual
Deferred Income Tax ,DeferredIncomeTax,425.32,,,2019,Annual
Minority Interest ,MinorityInterest,331.97,,,2019,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,592.17,,,2019,Annual
Total Liabilities ,TotalLiabilities,8951.04,,,2019,Annual
Common Stock Total ,CommonStockTotal,161.14,,,2019,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,1574.59,,,2019,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),13297.70,,,2019,Annual
Other Equity Total ,OtherEquityTotal,-21.15,,,2019,Annual
Total Equity ,TotalEquity,15012.28,,,2019,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,23963.32,,,2019,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,80.57,,,2019,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,127.03,,,2019,Annual
period Length ,periodLength,0.00,,,2019,Annual
