displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,2079.14,,,2019,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1326.31,,,2019,Annual
Non- Cash Items ,Non-CashItems,-57.54,,,2019,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-1656.77,,,2019,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,1691.14,,,2019,Annual
Capital Expenditures ,CapitalExpenditures,-527.14,,,2019,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-1141.54,,,2019,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-1668.68,,,2019,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-47.02,,,2019,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-241.57,,,2019,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,0.12,,,2019,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-60.25,,,2019,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-348.72,,,2019,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,-18.85,,,2019,Annual
Net Changein Cash ,NetChangeinCash,-345.11,,,2019,Annual
Cash Interest Paid ,CashInterestPaid,158.57,,,2019,Annual
Cash Taxes Paid ,CashTaxesPaid,593.23,,,2019,Annual
period Length ,periodLength,12,,,2019,Annual
period Type ,periodType,Months,,,2019,Annual
