displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,6603.81,,,2024,Interim
Total Revenue ,TotalRevenue,6603.81,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,2219.53,,,2024,Interim
Gross Profit ,GrossProfit,4384.28,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,1068.13,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,233.43,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),194.82,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,1568.62,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,5284.53,,,2024,Interim
Operating Income ,OperatingIncome,1319.28,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-30.10,,,2024,Interim
Other Net ,OtherNet,184.63,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,1473.81,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,405.30,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,1068.51,,,2024,Interim
Minority Interest ,MinorityInterest,-12.51,,,2024,Interim
Equity In Affiliates ,EquityInAffiliates,-0.10,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1055.90,,,2024,Interim
Net Income ,NetIncome,1055.90,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1055.90,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1055.90,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,1055.90,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,80.79,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,13.07,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,14.82,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
