displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,643.54,,,2021,Annual
Cash Equivalents ,CashEquivalents,149.75,,,2021,Annual
Short Term Investments ,ShortTermInvestments,2957.08,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,3750.37,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,3445.68,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,4404.87,,,2021,Annual
Total Inventory ,TotalInventory,4839.52,,,2021,Annual
Prepaid Expenses ,PrepaidExpenses,105.54,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,109.21,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,13209.51,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,8550.21,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-3593.94,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,5527.11,,,2021,Annual
Goodwill Net ,GoodwillNet,3007.29,,,2021,Annual
Intangibles Net ,IntangiblesNet,1828.26,,,2021,Annual
Long Term Investments ,LongTermInvestments,545.43,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,232.40,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,801.89,,,2021,Annual
Total Assets ,TotalAssets,25151.89,,,2021,Annual
Accounts Payable ,AccountsPayable,2066.82,,,2021,Annual
Accrued Expenses ,AccruedExpenses,296.32,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,334.73,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,279.04,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1614.64,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,4591.55,,,2021,Annual
Long Term Debt ,LongTermDebt,1202.75,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,197.89,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,1400.64,,,2021,Annual
Total Debt ,TotalDebt,2014.41,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,296.61,,,2021,Annual
Minority Interest ,MinorityInterest,259.06,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,277.50,,,2021,Annual
Total Liabilities ,TotalLiabilities,6825.36,,,2021,Annual
Common Stock Total ,CommonStockTotal,161.29,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,1613.31,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),16557.76,,,2021,Annual
Other Equity Total ,OtherEquityTotal,-5.83,,,2021,Annual
Total Equity ,TotalEquity,18326.53,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,25151.89,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,80.65,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,167.29,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
