displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,-0.91
"Revenue growth rate, 5 year",revenueGrowthRate5Year,11.32
"EPS growth rate, 5 year",ePSGrowthRate5Year,8.39
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,9.45
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,14.47
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,8.12
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),12.08
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,10.20
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,15.49
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,24.11
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,13.65
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,15.59
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,10.99
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),-9.38
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,-3.30
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,15.69
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,
