displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,6955.58,,,2019,Annual
Depreciation/ Depletion ,Depreciation/Depletion,265.69,,,2019,Annual
Non- Cash Items ,Non-CashItems,-2061.52,,,2019,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-2672.89,,,2019,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,2486.86,,,2019,Annual
Capital Expenditures ,CapitalExpenditures,-184.31,,,2019,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-154.13,,,2019,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-338.44,,,2019,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-338.22,,,2019,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1735.83,,,2019,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-2074.05,,,2019,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,65.67,,,2019,Annual
Net Changein Cash ,NetChangeinCash,140.04,,,2019,Annual
Cash Interest Paid ,CashInterestPaid,3.52,,,2019,Annual
Cash Taxes Paid ,CashTaxesPaid,1964.34,,,2019,Annual
period Length ,periodLength,12,,,2019,Annual
period Type ,periodType,Months,,,2019,Annual
