displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,11932.07,,,2025,Interim
Total Revenue ,TotalRevenue,11932.07,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,8294.90,,,2025,Interim
Gross Profit ,GrossProfit,3637.17,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,491.81,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,95.01,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,774.92,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,9656.64,,,2025,Interim
Operating Income ,OperatingIncome,2275.43,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-46.97,,,2025,Interim
Other Net ,OtherNet,335.32,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,2563.78,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,621.99,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,1941.79,,,2025,Interim
Minority Interest ,MinorityInterest,0.00,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1941.79,,,2025,Interim
Net Income ,NetIncome,1941.79,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1941.79,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1941.79,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,1941.79,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,27.90,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,69.60,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,69.60,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
