displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,31.75
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,2.45
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,6.79
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,29.16
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,32.61
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,15.18
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,6.80
Dividend Yield - 5 Year Average,dividendYield5YearAverage,2.51
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,4.68
"Net Debt, LFI",netDebtLFI,-16808.30
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,6.80
Price to Book - most recent quarter,priceToBookMostRecentQuarter,6.79
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,2.45
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,30.05
Peg Ratio,pegRatio,4.01
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,31.75
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,45.75
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,31.70
Price to sales - trailing 12 month,priceToSalesTrailing12Month,4.68
"Net Debt, LFY",netDebtLFY,-16808.30
