displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,1776.55,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,600.74,,,2025,Annual
Non- Cash Items ,Non-CashItems,136.39,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-451.86,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,2061.82,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-459.54,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-1894.09,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-2353.63,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-260.62,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-741.45,,,2025,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,2980.57,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-1525.80,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,452.70,,,2025,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,44.98,,,2025,Annual
Net Changein Cash ,NetChangeinCash,205.87,,,2025,Annual
Cash Interest Paid ,CashInterestPaid,260.62,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,461.80,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
