displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,85.16
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,0.74
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,5.50
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,127.81
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,77.08
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,85.54
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,46.59
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,84.58
Dividend Yield - 5 Year Average,dividendYield5YearAverage,0.82
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,6.24
"Net Debt, LFI",netDebtLFI,-8924.90
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,84.58
Price to Book - most recent quarter,priceToBookMostRecentQuarter,5.50
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,0.74
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,55.54
Peg Ratio,pegRatio,9.31
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,127.81
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,79.14
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,103.31
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,85.54
Price to sales - trailing 12 month,priceToSalesTrailing12Month,6.24
"Net Debt, LFY",netDebtLFY,-7172
