displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,1430.38,,,2025,Annual
Cash Equivalents ,CashEquivalents,1366.37,,,2025,Annual
Short Term Investments ,ShortTermInvestments,313.13,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,3109.88,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,967.76,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,2084.44,,,2025,Annual
Total Inventory ,TotalInventory,3599.91,,,2025,Annual
Prepaid Expenses ,PrepaidExpenses,115.94,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,59.48,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,8969.65,,,2025,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,4544.68,,,2025,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-1763.63,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2781.05,,,2025,Annual
Goodwill Net ,GoodwillNet,11330.42,,,2025,Annual
Intangibles Net ,IntangiblesNet,7369.89,,,2025,Annual
Long Term Investments ,LongTermInvestments,890.03,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,401.53,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,235.11,,,2025,Annual
Total Assets ,TotalAssets,31977.68,,,2025,Annual
Accounts Payable ,AccountsPayable,3508.43,,,2025,Annual
Accrued Expenses ,AccruedExpenses,0.12,,,2025,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,1615.48,,,2025,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,112.89,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,604.18,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,5841.10,,,2025,Annual
Long Term Debt ,LongTermDebt,190.68,,,2025,Annual
Capital Lease Obligations ,CapitalLeaseObligations,473.63,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,664.31,,,2025,Annual
Total Debt ,TotalDebt,2392.68,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,2187.38,,,2025,Annual
Minority Interest ,MinorityInterest,1389.22,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,1894.59,,,2025,Annual
Total Liabilities ,TotalLiabilities,11976.60,,,2025,Annual
Common Stock Total ,CommonStockTotal,98.95,,,2025,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,9981.10,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),8846.03,,,2025,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),74.10,,,2025,Annual
Other Equity Total ,OtherEquityTotal,1000.90,,,2025,Annual
Total Equity ,TotalEquity,20001.08,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,31977.68,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,98.95,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,13.15,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
