displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,4352.07,,,2025,Interim
Total Revenue ,TotalRevenue,4352.07,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,2397.43,,,2025,Interim
Gross Profit ,GrossProfit,1954.64,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,344.99,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,148.00,,,2025,Interim
Unusual Expense( Income) ,UnusualExpense(Income),17.10,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,942.27,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,3849.79,,,2025,Interim
Operating Income ,OperatingIncome,502.28,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-93.60,,,2025,Interim
Other Net ,OtherNet,39.17,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,447.85,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,133.70,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,314.15,,,2025,Interim
Minority Interest ,MinorityInterest,1.07,,,2025,Interim
Equity In Affiliates ,EquityInAffiliates,-24.90,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,290.32,,,2025,Interim
Net Income ,NetIncome,290.32,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,290.32,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,290.32,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,290.32,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,96.37,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,3.01,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,3.14,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
