displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,17618.30,,,2025,Annual
Total Revenue ,TotalRevenue,17618.30,,,2025,Annual
Costof Revenue Total ,CostofRevenueTotal,10489.37,,,2025,Annual
Gross Profit ,GrossProfit,7128.93,,,2025,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,3856.75,,,2025,Annual
Depreciation/ Amortization ,Depreciation/Amortization,600.74,,,2025,Annual
Unusual Expense( Income) ,UnusualExpense(Income),125.11,,,2025,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,672.83,,,2025,Annual
Total Operating Expense ,TotalOperatingExpense,15744.80,,,2025,Annual
Operating Income ,OperatingIncome,1873.50,,,2025,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-106.87,,,2025,Annual
Other Net ,OtherNet,9.92,,,2025,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,1776.55,,,2025,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,396.24,,,2025,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,1380.31,,,2025,Annual
Minority Interest ,MinorityInterest,-8.63,,,2025,Annual
Equity In Affiliates ,EquityInAffiliates,-93.21,,,2025,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1278.47,,,2025,Annual
Net Income ,NetIncome,1278.47,,,2025,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1278.47,,,2025,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1278.47,,,2025,Annual
Diluted Net Income ,DilutedNetIncome,1278.47,,,2025,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,97.92,,,2025,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,13.06,,,2025,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,8.25,,,2025,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,14.05,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
