displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,368.47,,,2020,Annual
Cash Equivalents ,CashEquivalents,753.20,,,2020,Annual
Short Term Investments ,ShortTermInvestments,882.33,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,2004.00,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,969.09,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,1359.67,,,2020,Annual
Total Inventory ,TotalInventory,1712.03,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,58.40,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,547.96,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,5682.06,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,3037.56,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-1449.04,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,1588.52,,,2020,Annual
Goodwill Net ,GoodwillNet,7333.83,,,2020,Annual
Intangibles Net ,IntangiblesNet,2849.50,,,2020,Annual
Long Term Investments ,LongTermInvestments,539.34,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,212.27,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,297.08,,,2020,Annual
Total Assets ,TotalAssets,18502.60,,,2020,Annual
Accounts Payable ,AccountsPayable,943.99,,,2020,Annual
Accrued Expenses ,AccruedExpenses,0.32,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,387.81,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,111.88,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,534.60,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,1978.60,,,2020,Annual
Long Term Debt ,LongTermDebt,794.67,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,291.96,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,1086.63,,,2020,Annual
Total Debt ,TotalDebt,1586.32,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,316.03,,,2020,Annual
Minority Interest ,MinorityInterest,1092.47,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,214.01,,,2020,Annual
Total Liabilities ,TotalLiabilities,4687.74,,,2020,Annual
Common Stock Total ,CommonStockTotal,92.16,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,6430.87,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),7089.73,,,2020,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),21.86,,,2020,Annual
Other Equity Total ,OtherEquityTotal,180.24,,,2020,Annual
Total Equity ,TotalEquity,13814.86,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,18502.60,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,93.30,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,38.92,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
