displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,69144.48,,,2025,Annual
Total Revenue ,TotalRevenue,69144.48,,,2025,Annual
Costof Revenue Total ,CostofRevenueTotal,27368.45,,,2025,Annual
Gross Profit ,GrossProfit,41776.03,,,2025,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,7508.34,,,2025,Annual
Depreciation/ Amortization ,Depreciation/Amortization,880.99,,,2025,Annual
Unusual Expense( Income) ,UnusualExpense(Income),7966.03,,,2025,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,3939.12,,,2025,Annual
Total Operating Expense ,TotalOperatingExpense,47662.93,,,2025,Annual
Operating Income ,OperatingIncome,21481.55,,,2025,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,556.81,,,2025,Annual
Other Net ,OtherNet,41.27,,,2025,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,22079.63,,,2025,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,5300.15,,,2025,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,16779.48,,,2025,Annual
Minority Interest ,MinorityInterest,-141.66,,,2025,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,16637.82,,,2025,Annual
Net Income ,NetIncome,16637.82,,,2025,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,16637.82,,,2025,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,16637.82,,,2025,Annual
Diluted Net Income ,DilutedNetIncome,16637.82,,,2025,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,62.04,,,2025,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,268.20,,,2025,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,44.00,,,2025,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,365.79,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
