displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,5992.26,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,325.27,,,2021,Annual
Non- Cash Items ,Non-CashItems,3778.79,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-10977.27,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,-880.95,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-309.49,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-119.05,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-428.54,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,4246.41,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-2.74,,,2021,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,103.21,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-2520.74,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,1826.14,,,2021,Annual
Net Changein Cash ,NetChangeinCash,516.65,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,1482.31,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
