displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,54969.49,,,2024,Annual
Total Revenue ,TotalRevenue,54969.49,,,2024,Annual
Costof Revenue Total ,CostofRevenueTotal,20591.34,,,2024,Annual
Gross Profit ,GrossProfit,34378.15,,,2024,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,9697.83,,,2024,Annual
Depreciation/ Amortization ,Depreciation/Amortization,683.32,,,2024,Annual
Unusual Expense( Income) ,UnusualExpense(Income),4630.70,,,2024,Annual
Total Operating Expense ,TotalOperatingExpense,35603.19,,,2024,Annual
Operating Income ,OperatingIncome,19366.30,,,2024,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-55.15,,,2024,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-12.54,,,2024,Annual
Other Net ,OtherNet,10.96,,,2024,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,19309.57,,,2024,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,4858.40,,,2024,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,14451.17,,,2024,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,14451.17,,,2024,Annual
Net Income ,NetIncome,14451.17,,,2024,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,14451.17,,,2024,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,14451.17,,,2024,Annual
Dilution Adjustment ,DilutionAdjustment,0.00,,,2024,Annual
Diluted Net Income ,DilutedNetIncome,14451.17,,,2024,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,61.24,,,2024,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,235.98,,,2024,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,36.00,,,2024,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,292.73,,,2024,Annual
period Length ,periodLength,12,,,2024,Annual
period Type ,periodType,Months,,,2024,Annual
