displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,25836.31,,,2020,Annual
Total Revenue ,TotalRevenue,25836.31,,,2020,Annual
Costof Revenue Total ,CostofRevenueTotal,10503.01,,,2020,Annual
Gross Profit ,GrossProfit,15333.30,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,4307.53,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,294.63,,,2020,Annual
Unusual Expense( Income) ,UnusualExpense(Income),3929.48,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,19034.65,,,2020,Annual
Operating Income ,OperatingIncome,6801.66,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,511.64,,,2020,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-2.29,,,2020,Annual
Other Net ,OtherNet,11.11,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,7322.12,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,2058.37,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,5263.75,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,5263.75,,,2020,Annual
Net Income ,NetIncome,5263.75,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,5263.75,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,5263.75,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,5263.75,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,59.10,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,89.07,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,10.00,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,155.29,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
