displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,22079.63,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,880.99,,,2025,Annual
Non- Cash Items ,Non-CashItems,9002.83,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-100117.92,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,-68154.47,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-1081.82,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-1683.20,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-2765.02,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,16987.60,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-2225.24,,,2025,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,1251.44,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,54513.64,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,70527.44,,,2025,Annual
Net Changein Cash ,NetChangeinCash,-392.05,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,5947.90,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
