displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,13.68
"Revenue growth rate, 5 year",revenueGrowthRate5Year,21.76
"EPS growth rate, 5 year",ePSGrowthRate5Year,24.67
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,23.43
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,30.06
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,32.31
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),20.58
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,24.39
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,19.11
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,16.33
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,26.49
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,30.23
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,23.65
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),16.95
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,3.56
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,19.32
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,21.66
