displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,9503.78,,,2022,Annual
Depreciation/ Depletion ,Depreciation/Depletion,384.57,,,2022,Annual
Non- Cash Items ,Non-CashItems,5783.72,,,2022,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-52761.97,,,2022,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,-37089.90,,,2022,Annual
Capital Expenditures ,CapitalExpenditures,-634.17,,,2022,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,6980.96,,,2022,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,6346.79,,,2022,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,4783.68,,,2022,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-602.63,,,2022,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,172.90,,,2022,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,27921.27,,,2022,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,32275.22,,,2022,Annual
Net Changein Cash ,NetChangeinCash,1532.11,,,2022,Annual
Cash Taxes Paid ,CashTaxesPaid,2586.10,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
