displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,15995.29,,,2025,Interim
Total Revenue ,TotalRevenue,15995.29,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,6238.10,,,2025,Interim
Gross Profit ,GrossProfit,9757.19,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,1774.77,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,199.81,,,2025,Interim
Unusual Expense( Income) ,UnusualExpense(Income),1684.68,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,942.12,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,10839.48,,,2025,Interim
Operating Income ,OperatingIncome,5155.81,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,105.90,,,2025,Interim
Other Net ,OtherNet,3.64,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,5265.35,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1353.37,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,3911.98,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,3911.98,,,2025,Interim
Net Income ,NetIncome,3911.98,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,3911.98,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,3911.98,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,3911.98,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,61.99,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,63.11,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,83.30,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
