displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,7322.12,,,2020,Annual
Depreciation/ Depletion ,Depreciation/Depletion,294.63,,,2020,Annual
Non- Cash Items ,Non-CashItems,4485.11,,,2020,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-36513.56,,,2020,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,-24411.70,,,2020,Annual
Capital Expenditures ,CapitalExpenditures,-507.87,,,2020,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-8249.74,,,2020,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-8757.61,,,2020,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,7747.65,,,2020,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-943.28,,,2020,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,8568.04,,,2020,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,18794.40,,,2020,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,34166.81,,,2020,Annual
Net Changein Cash ,NetChangeinCash,997.50,,,2020,Annual
Cash Taxes Paid ,CashTaxesPaid,2235.35,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
