displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,31304.68,,,2022,Annual
Total Revenue ,TotalRevenue,31304.68,,,2022,Annual
Costof Revenue Total ,CostofRevenueTotal,11462.80,,,2022,Annual
Gross Profit ,GrossProfit,19841.88,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,5430.03,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,384.57,,,2022,Annual
Unusual Expense( Income) ,UnusualExpense(Income),4803.40,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,22080.80,,,2022,Annual
Operating Income ,OperatingIncome,9223.88,,,2022,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,297.14,,,2022,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-24.84,,,2022,Annual
Other Net ,OtherNet,7.60,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,9503.78,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,2475.55,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,7028.23,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,7028.23,,,2022,Annual
Net Income ,NetIncome,7028.23,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,7028.23,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,7028.23,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,7028.23,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,60.70,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,115.79,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,20.00,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,174.62,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
