displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,21.10
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,1.13
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,2.86
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,13.79
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,19.70
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,21.10
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,16.10
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,2.86
Dividend Yield - 5 Year Average,dividendYield5YearAverage,1.05
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,5.20
"Net Debt, LFI",netDebtLFI,3846577.00
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,2.86
Price to Book - most recent quarter,priceToBookMostRecentQuarter,2.86
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,1.13
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,
Peg Ratio,pegRatio,1.99
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,13.79
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,21.10
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,25.93
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,21.10
Price to sales - trailing 12 month,priceToSalesTrailing12Month,5.20
"Net Debt, LFY",netDebtLFY,3846577.00
