displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,30921.71,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,3711.06,,,2021,Annual
Non- Cash Items ,Non-CashItems,22686.86,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,32599.29,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,89918.93,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-3828.02,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,91.79,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-3736.23,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-3390.67,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,0.00,,,2021,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,0.00,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,10533.34,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,7142.67,,,2021,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,66.40,,,2021,Annual
Net Changein Cash ,NetChangeinCash,93391.77,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,5069.11,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,3819.49,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
