displayName,key,value
Market Cap,marketCap,725437.74
52 week Low Date,52WeekLowDate,2025-03-03T00:00:00
Price - 1 Day % Change,price1DayPercentChange,-0.06
Relative (S&P500) price percent change - 13 week,relativePricePercentChange13Week,0.50
Avg trading volume last 10 days,avgTradingVolumeLast10Days,12.98
Price - 13 week price percent change,price13WeekPricePercentChange,10.10
Price - 52 week price percent change,price52WeekPricePercentChange,2.06
Avg Trading Volume Last 3 months,avgTradingVolumeLast3months,240.24
Price - 5 Day % Change,price5DayPercentChange,1.08
Price % Change Month To Date,pricePercentChangeMonthToDate,-0.78
Relative (S&P500) price percent change - 04 week,relativePricePercentChange-04week,3.39
52 week High Date,52WeekHighDate,2024-07-19T00:00:00
Price - 26 week price percent change,price26WeekPricePercentChange,-6.87
PDATE,PDATE,2025-06-05T00:00:00
Price - YTD price percent change,priceYTDPricePercentChange,1.39
Relative (S&P500) price percent change - 52 week,relativePricePercentChange52Week,-6.79
NPRICE,NPRICE,806.00
Relative (S&P500) price percent change - 26 week,relativePricePercentChange26Week,-6.50
52 week Low,52WeekLow,680.00
52 week High,52WeekHigh,899.00
Beta,beta,1.44
Relative (S&P500) price percent change - Year to Date,relativePricePercentChangeYearToDate,-2.72
