tickerId,companyName,remarks,boardMeetDate,purpose
S0003016,State Bank Of India,"Inter-alia, to consider 1. Examine the status & decide on long term Fund Raising in single/multiple tranches of up to US$ 3 Billion under Reg-S/144A, through a public offer and/or private placement.",2025-05-20,Others
S0003016,State Bank Of India,To consider Fund Raising.,2025-05-03,"Audited Results, Final Dividend & Others"
S0003016,State Bank Of India,,2025-02-06,Quarterly Results
S0003016,State Bank Of India,,2024-11-08,Quarterly Results
S0003016,State Bank Of India,,2024-08-03,Quarterly Results & Fund Raising
S0003016,State Bank Of India,"Inter alia, to seek approval for raising of Long-Term Bonds through a public issue or private placement of suitable tenor in compliance with SEBI guidelines, during the financial year 2024-25.",2024-06-19,Others
S0003016,State Bank Of India,,2024-05-09,Audited Results & Final Dividend
S0003016,State Bank Of India,,2024-02-03,Quarterly Results
S0003016,State Bank Of India,,2023-11-04,Quarterly Results
S0003016,State Bank Of India,,2023-08-04,Quarterly Results
S0003016,State Bank Of India,,2023-05-18,Audited Results & Dividend
S0003016,State Bank Of India,To consider Fund Raising,2023-04-18,Others
S0003016,State Bank Of India,,2023-02-03,Quarterly Results
S0003016,State Bank Of India,"Inter alia, to consider and approve Prior intimation for meeting of the Executive Committee of the Central Board to seek approval for raising of Infrastructure Bonds.",2023-01-03,Others
S0003016,State Bank Of India,"Inter alia, To seek approval for raising of Infrastructure Bonds up to an amount of Rs. 10,000 crores (including a green shoe option of Rs. 5,000 crores) through a public issue or private placement.",2022-11-29,Others
S0003016,State Bank Of India,,2022-11-05,Quarterly Results
S0003016,State Bank Of India,,2022-08-06,Quarterly Results
S0003016,State Bank Of India,,2022-07-20,To consider raising of funds
S0003016,State Bank Of India,,2022-05-13,Audited Results & Dividend
S0003016,State Bank Of India,,2022-05-10,Others
S0003016,State Bank Of India,,2022-02-05,Quarterly Results
S0003016,State Bank Of India,,2021-11-03,Quarterly Results
S0003016,State Bank Of India,,2021-08-04,Quarterly Results
S0003016,State Bank Of India,"Inter alia, to consider and approve To seek approval for raising of Additional Tier 1 (AT 1) Capital by way of issuance of Basel III compliant debt instrument in USD and / or INR through a Public offe",2021-06-21,Others
S0003016,State Bank Of India,,2021-05-21,Audited Results & Dividend
S0003016,State Bank Of India,,2021-02-04,Quarterly Results
