displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,2812.79,,,2020,Annual
Depreciation/ Depletion ,Depreciation/Depletion,370.38,,,2020,Annual
Non- Cash Items ,Non-CashItems,-122.35,,,2020,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-606.34,,,2020,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,2454.48,,,2020,Annual
Capital Expenditures ,CapitalExpenditures,-478.36,,,2020,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,156.90,,,2020,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-321.46,,,2020,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-9.04,,,2020,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1889.75,,,2020,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-57.10,,,2020,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-1955.89,,,2020,Annual
Net Changein Cash ,NetChangeinCash,177.13,,,2020,Annual
Cash Interest Paid ,CashInterestPaid,9.04,,,2020,Annual
Cash Taxes Paid ,CashTaxesPaid,702.89,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
