displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,26.06,,,2019,Annual
Cash Equivalents ,CashEquivalents,1267.10,,,2019,Annual
Short Term Investments ,ShortTermInvestments,1007.45,,,2019,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,2300.61,,,2019,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,158.95,,,2019,Annual
Total Receivables Net ,TotalReceivablesNet,197.76,,,2019,Annual
Total Inventory ,TotalInventory,1290.41,,,2019,Annual
Prepaid Expenses ,PrepaidExpenses,10.09,,,2019,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,18.30,,,2019,Annual
Total Current Assets ,TotalCurrentAssets,3817.17,,,2019,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,4008.48,,,2019,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-1523.73,,,2019,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2484.75,,,2019,Annual
Long Term Investments ,LongTermInvestments,743.60,,,2019,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,46.98,,,2019,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,80.44,,,2019,Annual
Total Assets ,TotalAssets,7172.94,,,2019,Annual
Accounts Payable ,AccountsPayable,1491.53,,,2019,Annual
Accrued Expenses ,AccruedExpenses,185.20,,,2019,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2019,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,46.20,,,2019,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,467.62,,,2019,Annual
Total Current Liabilities ,TotalCurrentLiabilities,2190.55,,,2019,Annual
Long Term Debt ,LongTermDebt,53.14,,,2019,Annual
Capital Lease Obligations ,CapitalLeaseObligations,89.60,,,2019,Annual
Total Long Term Debt ,TotalLongTermDebt,142.74,,,2019,Annual
Total Debt ,TotalDebt,188.94,,,2019,Annual
Deferred Income Tax ,DeferredIncomeTax,13.44,,,2019,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,2907.34,,,2019,Annual
Total Liabilities ,TotalLiabilities,5254.07,,,2019,Annual
Common Stock Total ,CommonStockTotal,96.42,,,2019,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),1854.80,,,2019,Annual
Other Equity Total ,OtherEquityTotal,-32.35,,,2019,Annual
Total Equity ,TotalEquity,1918.87,,,2019,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,7172.94,,,2019,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,96.42,,,2019,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,19.90,,,2019,Annual
period Length ,periodLength,0.00,,,2019,Annual
