displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,5288.87,,,2024,Interim
Depreciation/ Depletion ,Depreciation/Depletion,537.78,,,2024,Interim
Non- Cash Items ,Non-CashItems,-104.22,,,2024,Interim
Changesin Working Capital ,ChangesinWorkingCapital,-1547.64,,,2024,Interim
Cashfrom Operating Activities ,CashfromOperatingActivities,4174.79,,,2024,Interim
Capital Expenditures ,CapitalExpenditures,-1882.67,,,2024,Interim
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,645.25,,,2024,Interim
Cashfrom Investing Activities ,CashfromInvestingActivities,-1237.42,,,2024,Interim
Financing Cash Flow Items ,FinancingCashFlowItems,-26,,,2024,Interim
Total Cash Dividends Paid ,TotalCashDividendsPaid,-3008.18,,,2024,Interim
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-100.74,,,2024,Interim
Cashfrom Financing Activities ,CashfromFinancingActivities,-3134.92,,,2024,Interim
Net Changein Cash ,NetChangeinCash,-197.55,,,2024,Interim
Cash Interest Paid ,CashInterestPaid,26.00,,,2024,Interim
Cash Taxes Paid ,CashTaxesPaid,1298.76,,,2024,Interim
period Length ,periodLength,15,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
