displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,13350.03,,,2020,Annual
Total Revenue ,TotalRevenue,13350.03,,,2020,Annual
Costof Revenue Total ,CostofRevenueTotal,6370.57,,,2020,Annual
Gross Profit ,GrossProfit,6979.46,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,3602.45,,,2020,Annual
Research Development ,ResearchDevelopment,23.26,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,370.38,,,2020,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,150.90,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,10517.56,,,2020,Annual
Operating Income ,OperatingIncome,2832.47,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,113.06,,,2020,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,4.90,,,2020,Annual
Other Net ,OtherNet,-137.64,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,2812.79,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,730.36,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,2082.43,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,2082.43,,,2020,Annual
Net Income ,NetIncome,2082.43,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,2082.43,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,2082.43,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,2082.43,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,96.42,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,21.60,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,20.00,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,21.56,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
