displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,15009.56,,,2022,Annual
Total Revenue ,TotalRevenue,15009.56,,,2022,Annual
Costof Revenue Total ,CostofRevenueTotal,5940.15,,,2022,Annual
Gross Profit ,GrossProfit,9069.41,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,5148.38,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,1145.88,,,2022,Annual
Unusual Expense( Income) ,UnusualExpense(Income),0.40,,,2022,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,215.32,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,12450.13,,,2022,Annual
Operating Income ,OperatingIncome,2559.43,,,2022,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,276.34,,,2022,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,5.40,,,2022,Annual
Other Net ,OtherNet,50.65,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,2891.82,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,555.21,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,2336.61,,,2022,Annual
Minority Interest ,MinorityInterest,-4.67,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,2331.94,,,2022,Annual
Net Income ,NetIncome,2331.94,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,2331.94,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,2331.94,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,2331.94,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,3.61,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,646.31,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,45.00,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,645.19,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
