displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,19282.83,,,2025,Annual
Total Revenue ,TotalRevenue,19282.83,,,2025,Annual
Costof Revenue Total ,CostofRevenueTotal,7019.80,,,2025,Annual
Gross Profit ,GrossProfit,12263.03,,,2025,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,5532.59,,,2025,Annual
Depreciation/ Amortization ,Depreciation/Amortization,3006.78,,,2025,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,2796.41,,,2025,Annual
Total Operating Expense ,TotalOperatingExpense,18355.58,,,2025,Annual
Operating Income ,OperatingIncome,927.25,,,2025,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-204.96,,,2025,Annual
Other Net ,OtherNet,589.22,,,2025,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,1311.51,,,2025,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,187.71,,,2025,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,1123.80,,,2025,Annual
Minority Interest ,MinorityInterest,-1.03,,,2025,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1122.77,,,2025,Annual
Net Income ,NetIncome,1122.77,,,2025,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1122.77,,,2025,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1122.77,,,2025,Annual
Diluted Net Income ,DilutedNetIncome,1122.77,,,2025,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,3.61,,,2025,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,311.18,,,2025,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,110.00,,,2025,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,311.18,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
