displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,127.70,,,2022,Annual
Cash Equivalents ,CashEquivalents,20.86,,,2022,Annual
Short Term Investments ,ShortTermInvestments,3538.66,,,2022,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,3687.22,,,2022,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,943.74,,,2022,Annual
Total Receivables Net ,TotalReceivablesNet,1950.75,,,2022,Annual
Total Inventory ,TotalInventory,2611.11,,,2022,Annual
Prepaid Expenses ,PrepaidExpenses,11.62,,,2022,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,209.63,,,2022,Annual
Total Current Assets ,TotalCurrentAssets,8470.33,,,2022,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,16883.98,,,2022,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-8605.47,,,2022,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,8278.51,,,2022,Annual
Intangibles Net ,IntangiblesNet,57.25,,,2022,Annual
Long Term Investments ,LongTermInvestments,5527.11,,,2022,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,621.55,,,2022,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,794.13,,,2022,Annual
Total Assets ,TotalAssets,23748.88,,,2022,Annual
Accounts Payable ,AccountsPayable,890.37,,,2022,Annual
Accrued Expenses ,AccruedExpenses,264.45,,,2022,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,320.49,,,2022,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,422.75,,,2022,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,2788.38,,,2022,Annual
Total Current Liabilities ,TotalCurrentLiabilities,4686.44,,,2022,Annual
Long Term Debt ,LongTermDebt,1298.34,,,2022,Annual
Capital Lease Obligations ,CapitalLeaseObligations,87.64,,,2022,Annual
Total Long Term Debt ,TotalLongTermDebt,1385.98,,,2022,Annual
Total Debt ,TotalDebt,2129.22,,,2022,Annual
Minority Interest ,MinorityInterest,50.29,,,2022,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,165.89,,,2022,Annual
Total Liabilities ,TotalLiabilities,6288.60,,,2022,Annual
Common Stock Total ,CommonStockTotal,36.08,,,2022,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,2408.63,,,2022,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),14812.06,,,2022,Annual
Other Equity Total ,OtherEquityTotal,203.51,,,2022,Annual
Total Equity ,TotalEquity,17460.28,,,2022,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,23748.88,,,2022,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,3.61,,,2022,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,4823.36,,,2022,Annual
period Length ,periodLength,0.00,,,2022,Annual
