displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,1323.77,,,2019,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1471.81,,,2019,Annual
Non- Cash Items ,Non-CashItems,165.14,,,2019,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-880.70,,,2019,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,2080.02,,,2019,Annual
Capital Expenditures ,CapitalExpenditures,-1936.42,,,2019,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,1214.90,,,2019,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-721.52,,,2019,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-276.14,,,2019,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-240.71,,,2019,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-759.14,,,2019,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-1275.99,,,2019,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,1.69,,,2019,Annual
Net Changein Cash ,NetChangeinCash,84.20,,,2019,Annual
Cash Interest Paid ,CashInterestPaid,276.14,,,2019,Annual
Cash Taxes Paid ,CashTaxesPaid,230.22,,,2019,Annual
period Length ,periodLength,12,,,2019,Annual
period Type ,periodType,Months,,,2019,Annual
