displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,18.82,,,2020,Annual
Cash Equivalents ,CashEquivalents,95.39,,,2020,Annual
Short Term Investments ,ShortTermInvestments,3465.76,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,3579.97,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,1176.50,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,2227.92,,,2020,Annual
Total Inventory ,TotalInventory,1845.81,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,8.55,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,231.57,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,7893.82,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,13528.95,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-6222.42,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,7306.53,,,2020,Annual
Intangibles Net ,IntangiblesNet,53.21,,,2020,Annual
Long Term Investments ,LongTermInvestments,3293.50,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,512.69,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,884.40,,,2020,Annual
Total Assets ,TotalAssets,19944.15,,,2020,Annual
Accounts Payable ,AccountsPayable,657.65,,,2020,Annual
Accrued Expenses ,AccruedExpenses,148.22,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,710.22,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,811.27,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1080.56,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,3407.92,,,2020,Annual
Long Term Debt ,LongTermDebt,1638.70,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,92.39,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,1731.09,,,2020,Annual
Total Debt ,TotalDebt,3252.58,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,0.17,,,2020,Annual
Minority Interest ,MinorityInterest,68.81,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,1566.73,,,2020,Annual
Total Liabilities ,TotalLiabilities,6774.72,,,2020,Annual
Common Stock Total ,CommonStockTotal,36.08,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,2408.63,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),10554.13,,,2020,Annual
Other Equity Total ,OtherEquityTotal,170.59,,,2020,Annual
Total Equity ,TotalEquity,13169.43,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,19944.15,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,3.61,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,3635.24,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
