displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,11931.87,,,2022,Annual
Depreciation/ Depletion ,Depreciation/Depletion,480.35,,,2022,Annual
Non- Cash Items ,Non-CashItems,4502.36,,,2022,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-8611.73,,,2022,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,8302.85,,,2022,Annual
Capital Expenditures ,CapitalExpenditures,-669.77,,,2022,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-10299.49,,,2022,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-10969.26,,,2022,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-0.05,,,2022,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-218.96,,,2022,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,358.56,,,2022,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,7409.36,,,2022,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,7548.91,,,2022,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,66.36,,,2022,Annual
Net Changein Cash ,NetChangeinCash,4948.86,,,2022,Annual
Cash Taxes Paid ,CashTaxesPaid,3744.35,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
