displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,21945.74,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,940.91,,,2025,Annual
Non- Cash Items ,Non-CashItems,7143.00,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-13137.16,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,16892.49,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-1212.85,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-24059.24,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-25272.09,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-397.62,,,2025,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,46.40,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,22516.42,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,22165.20,,,2025,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,69.76,,,2025,Annual
Net Changein Cash ,NetChangeinCash,13855.36,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,6338.71,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
