displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,9902.90,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,461.05,,,2021,Annual
Non- Cash Items ,Non-CashItems,4035.38,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-9518.20,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,4881.13,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-368.59,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-10747.55,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-11116.14,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-37.48,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-40.50,,,2021,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,7843.75,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-17837.82,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-10072.05,,,2021,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,-56.18,,,2021,Annual
Net Changein Cash ,NetChangeinCash,-16363.23,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,3226.08,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
