displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Total Premiums Earned ,TotalPremiumsEarned,47565.85,,,2022,Annual
Net Investment Income ,NetInvestmentIncome,102645.56,,,2022,Annual
Realized Unrealized Gains( Losses) ,RealizedUnrealizedGains(Losses),6839.14,,,2022,Annual
Total Revenue ,TotalRevenue,64669.54,,,2022,Annual
Losses Benefitsand Adjustments Total ,LossesBenefitsandAdjustmentsTotal,59798.71,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,6400.55,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,56.27,,,2022,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,40.02,,,2022,Annual
Unusual Expense( Income) ,UnusualExpense(Income),-289.07,,,2022,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,-2639.70,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,63366.78,,,2022,Annual
Operating Income ,OperatingIncome,1302.76,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,1302.76,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,-24.18,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,1326.93,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1326.93,,,2022,Annual
Net Income ,NetIncome,1326.93,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1326.93,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1326.93,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,1326.93,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,204.70,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,6.48,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,1.70,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,5.74,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
