displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Receipts ,CashReceipts,64977.06,,,2024,Interim
Cash Payments ,CashPayments,-40746.58,,,2024,Interim
Changesin Working Capital ,ChangesinWorkingCapital,-14900.67,,,2024,Interim
Cashfrom Operating Activities ,CashfromOperatingActivities,10721.36,,,2024,Interim
Capital Expenditures ,CapitalExpenditures,-135.95,,,2024,Interim
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-13488.68,,,2024,Interim
Cashfrom Investing Activities ,CashfromInvestingActivities,-13624.63,,,2024,Interim
Financing Cash Flow Items ,FinancingCashFlowItems,-477.09,,,2024,Interim
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,73.70,,,2024,Interim
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,0.00,,,2024,Interim
Cashfrom Financing Activities ,CashfromFinancingActivities,-403.39,,,2024,Interim
Foreign Exchange Effects ,ForeignExchangeEffects,3.05,,,2024,Interim
Net Changein Cash ,NetChangeinCash,-3303.61,,,2024,Interim
Cash Taxes Paid ,CashTaxesPaid,1391.55,,,2024,Interim
period Length ,periodLength,12,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
