displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,1558.61,,,2024,Interim
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,344.19,,,2024,Interim
Goodwill Net ,GoodwillNet,0.00,,,2024,Interim
Intangibles Net ,IntangiblesNet,76.15,,,2024,Interim
Long Term Investments ,LongTermInvestments,205161.07,,,2024,Interim
Other Assets Total ,OtherAssetsTotal,95546.93,,,2024,Interim
Total Assets ,TotalAssets,302686.95,,,2024,Interim
Policy Liabilities ,PolicyLiabilities,278228.39,,,2024,Interim
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2024,Interim
Long Term Debt ,LongTermDebt,950.00,,,2024,Interim
Total Long Term Debt ,TotalLongTermDebt,950.00,,,2024,Interim
Total Debt ,TotalDebt,950.00,,,2024,Interim
Other Liabilities Total ,OtherLiabilitiesTotal,8842.21,,,2024,Interim
Total Liabilities ,TotalLiabilities,288020.59,,,2024,Interim
Common Stock Total ,CommonStockTotal,2150.94,,,2024,Interim
Additional Paid- In Capital ,AdditionalPaid-InCapital,0.00,,,2024,Interim
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),12515.41,,,2024,Interim
Total Equity ,TotalEquity,14666.35,,,2024,Interim
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,302686.95,,,2024,Interim
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,215.09,,,2024,Interim
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,67.83,,,2024,Interim
period Length ,periodLength,0.00,,,2024,Interim
