displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Receipts ,CashReceipts,33627.24,,,2020,Annual
Cash Payments ,CashPayments,-19082.25,,,2020,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-6888.17,,,2020,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,7378.33,,,2020,Annual
Capital Expenditures ,CapitalExpenditures,-38.58,,,2020,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-7767.98,,,2020,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-7806.56,,,2020,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,5.20,,,2020,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,0.00,,,2020,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,32.77,,,2020,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,37.97,,,2020,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,17.55,,,2020,Annual
Net Changein Cash ,NetChangeinCash,-372.71,,,2020,Annual
Cash Taxes Paid ,CashTaxesPaid,-278.47,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
