displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,90.56
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,0.28
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,10.15
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,10.72
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,81.44
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,90.45
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,74.76
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,10.15
Dividend Yield - 5 Year Average,dividendYield5YearAverage,0.32
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,1.69
"Net Debt, LFI",netDebtLFI,11290.50
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,10.15
Price to Book - most recent quarter,priceToBookMostRecentQuarter,10.15
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,0.28
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,
Peg Ratio,pegRatio,9.98
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,10.72
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,86.20
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,129.74
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,90.45
Price to sales - trailing 12 month,priceToSalesTrailing12Month,1.69
"Net Debt, LFY",netDebtLFY,11290.50
