displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,690.18,,,2020,Annual
Cash Equivalents ,CashEquivalents,0.56,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,55.09,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,563.74,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-268.24,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,295.49,,,2020,Annual
Intangibles Net ,IntangiblesNet,35.22,,,2020,Annual
Long Term Investments ,LongTermInvestments,74713.90,,,2020,Annual
Insurance Receivables ,InsuranceReceivables,226.22,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,498.74,,,2020,Annual
Other Assets Total ,OtherAssetsTotal,55708.44,,,2020,Annual
Total Assets ,TotalAssets,132223.85,,,2020,Annual
Policy Liabilities ,PolicyLiabilities,121884.36,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1710.58,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,0.00,,,2020,Annual
Total Debt ,TotalDebt,0.00,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,1822.29,,,2020,Annual
Total Liabilities ,TotalLiabilities,125417.23,,,2020,Annual
Common Stock Total ,CommonStockTotal,2018.80,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,403.80,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),4371.46,,,2020,Annual
Other Equity Total ,OtherEquityTotal,12.56,,,2020,Annual
Total Equity ,TotalEquity,6806.62,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,132223.85,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,201.88,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,33.54,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
