displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,1098.70,,,2021,Annual
Cash Equivalents ,CashEquivalents,0.56,,,2021,Annual
Prepaid Expenses ,PrepaidExpenses,47.58,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,576.53,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-277.20,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,299.33,,,2021,Annual
Intangibles Net ,IntangiblesNet,42.19,,,2021,Annual
Long Term Investments ,LongTermInvestments,100377.29,,,2021,Annual
Insurance Receivables ,InsuranceReceivables,678.73,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,484.34,,,2021,Annual
Other Assets Total ,OtherAssetsTotal,76612.53,,,2021,Annual
Total Assets ,TotalAssets,179641.26,,,2021,Annual
Policy Liabilities ,PolicyLiabilities,165530.26,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,2422.50,,,2021,Annual
Long Term Debt ,LongTermDebt,600.00,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,600.00,,,2021,Annual
Total Debt ,TotalDebt,600.00,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,2448.71,,,2021,Annual
Total Liabilities ,TotalLiabilities,171001.46,,,2021,Annual
Common Stock Total ,CommonStockTotal,2020.94,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,479.94,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),6131.74,,,2021,Annual
Other Equity Total ,OtherEquityTotal,7.17,,,2021,Annual
Total Equity ,TotalEquity,8639.79,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,179641.26,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,202.09,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,42.54,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
